recency,purchase_frequency,avg_order_value,avg_purchase_interval,purchase_regularity
66,4.22,19.95,7.105263157894737,0.14074074074074075
216,5.81,31.25,5.166666666666667,0.1935483870967742
23,68.43,174.95,0.438375350140056,2.281150159744409
2,16.27,19.01,1.84375,0.5423728813559322
112,1020.0,19.66,0.029411764705882353,34.0
63,870.0,20.7,0.034482758620689655,29.0
15,4.46,17.93,6.733333333333333,0.1485148514851485
95,5.11,20.6,5.871794871794871,0.1703056768558952
0,10.65,14.87,2.816,0.35511363636363635
162,900.0,58.7,0.03333333333333333,30.0
77,1080.0,21.59,0.027777777777777776,36.0
194,900.0,19.42,0.03333333333333333,30.0
21,2.66,26.64,11.258064516129032,0.08882521489971347
25,34.32,27.06,0.8741496598639455,1.1439688715953307
8,8.17,38.66,3.670103092783505,0.27247191011235955
42,330.0,23.31,0.09090909090909091,11.0
35,20.86,27.61,1.4382978723404256,0.6952662721893491
42,25.12,46.85,1.1944444444444444,0.8372093023255814
0,33.87,31.85,0.8857142857142857,1.1290322580645162
84,8.57,16.12,3.5,0.2857142857142857
79,5.74,217.5,5.222222222222222,0.19148936170212766
99,480.0,31.81,0.0625,16.0
1,18.15,24.88,1.6532663316582914,0.6048632218844985
13,23.52,29.66,1.2755102040816326,0.784
366,330.0,15.78,0.09090909090909091,11.0
2,360.0,14.34,0.08333333333333333,12.0
20,35.44,28.44,0.8465909090909091,1.1812080536912752
21,120.0,33.35,0.25,4.0
57,1710.0,17.58,0.017543859649122806,57.0
242,780.0,18.33,0.038461538461538464,26.0
43,660.0,20.43,0.045454545454545456,22.0
21,34.94,21.29,0.8586387434554974,1.1646341463414633
155,14.12,24.74,2.125,0.47058823529411764
10,33.93,25.52,0.884180790960452,1.1309904153354633
16,660.0,19.57,0.045454545454545456,22.0
133,1290.0,16.44,0.023255813953488372,43.0
55,450.0,235.22,0.06666666666666667,15.0
72,12.11,27.41,2.477777777777778,0.40358744394618834
43,17.86,25.45,1.68,0.5952380952380952
65,10.81,38.12,2.774193548387097,0.36046511627906974
70,5.35,24.93,5.605263157894737,0.1784037558685446
93,17.5,23.63,1.7142857142857142,0.5833333333333334
18,6.55,19.19,4.580645161290323,0.21830985915492956
52,13.24,16.2,2.2650602409638556,0.44148936170212766
9,2.91,41.79,10.310344827586206,0.09698996655518395
16,9.28,15.79,3.234042553191489,0.3092105263157895
187,8.91,19.2,3.3684210526315788,0.296875
1,38.12,43.1,0.7869565217391304,1.270718232044199
31,30.27,19.39,0.9911504424778761,1.0089285714285714
28,31.11,23.44,0.9642857142857143,1.037037037037037
16,40.77,17.4,0.7358490566037735,1.358974358974359
53,1080.0,20.09,0.027777777777777776,36.0
15,20.26,29.26,1.48068669527897,0.6753623188405797
22,32.37,44.07,0.9266666666666666,1.079136690647482
3,1080.0,18.92,0.027777777777777776,36.0
10,930.0,17.01,0.03225806451612903,31.0
27,15.05,21.31,1.9935064935064934,0.501628664495114
22,19.04,25.79,1.576036866359447,0.6345029239766082
16,6.99,33.13,4.293333333333333,0.2329192546583851
32,34.26,13.13,0.8757225433526011,1.141914191419142
9,25.38,23.61,1.1818181818181819,0.8461538461538461
335,450.0,22.33,0.06666666666666667,15.0
4,22.69,22.11,1.3224489795918368,0.7561728395061729
38,780.0,17.71,0.038461538461538464,26.0
62,14.29,13.16,2.1,0.47619047619047616
165,21.29,19.72,1.4090909090909092,0.7096774193548387
15,6.62,16.18,4.532467532467533,0.22063037249283668
81,420.0,74.51,0.07142857142857142,14.0
20,19.17,17.55,1.565217391304348,0.6388888888888888
22,5.9,69.8,5.081967213114754,0.1967741935483871
336,4470.0,14.56,0.006711409395973154,149.0
95,20.61,25.33,1.4557823129251701,0.6869158878504673
17,22.5,53.56,1.3333333333333333,0.75
232,690.0,3.2,0.043478260869565216,23.0
133,3.84,62.13,7.809523809523809,0.12804878048780488
25,1035.0,5.77,0.028985507246376812,34.5
283,210.0,25.21,0.14285714285714285,7.0
142,5.44,29.77,5.515151515151516,0.1813186813186813
65,1020.0,4.06,0.029411764705882353,34.0
112,1050.0,17.49,0.02857142857142857,35.0
266,1530.0,19.95,0.0196078431372549,51.0
352,480.0,23.98,0.0625,16.0
77,7.65,50.46,3.923076923076923,0.2549019607843137
27,52.92,8.81,0.5669014084507042,1.763975155279503
0,34.13,16.59,0.8790322580645161,1.1376146788990826
63,540.0,18.94,0.05555555555555555,18.0
78,23.51,17.33,1.2763157894736843,0.7835051546391752
142,1140.0,15.78,0.02631578947368421,38.0
38,30.0,16.06,1.0,1.0
18,10.19,16.88,2.943396226415094,0.33974358974358976
8,13.33,31.15,2.25,0.4444444444444444
0,22.9,18.54,1.3098591549295775,0.7634408602150538
81,2.22,19.37,13.5,0.07407407407407407
8,9.11,21.02,3.2934782608695654,0.30363036303630364
59,7.15,25.19,4.196969696969697,0.23826714801444043
14,510.0,7.37,0.058823529411764705,17.0
29,480.0,21.86,0.0625,16.0
130,1890.0,17.29,0.015873015873015872,63.0
91,10.85,21.07,2.764705882352941,0.3617021276595745
42,522.0,48.28,0.05747126436781609,17.4
28,630.0,17.33,0.047619047619047616,21.0
21,26.33,20.4,1.1391941391941391,0.8778135048231511
19,41.93,28.03,0.7154811715481172,1.3976608187134503
29,6.22,18.87,4.826923076923077,0.20717131474103587
35,570.0,19.62,0.05263157894736842,19.0
74,8.15,20.01,3.68,0.2717391304347826
46,66.77,16.83,0.4492753623188406,2.225806451612903
197,2.93,25.98,10.25,0.0975609756097561
165,150.0,19.04,0.2,5.0
78,1710.0,16.93,0.017543859649122806,57.0
357,300.0,16.8,0.1,10.0
38,600.0,21.89,0.05,20.0
7,17.85,19.33,1.6806282722513088,0.5950155763239875
49,36.3,4.99,0.8264462809917356,1.21
15,2.79,363.36,10.757575757575758,0.09295774647887324
7,330.0,24.54,0.09090909090909091,11.0
310,78.75,26.75,0.38095238095238093,2.625
4,22.99,20.32,1.3047619047619048,0.7664233576642335
302,480.0,14.93,0.0625,16.0
7,26.53,22.51,1.130952380952381,0.8842105263157894
260,630.0,21.76,0.047619047619047616,21.0
288,270.0,16.21,0.1111111111111111,9.0
85,570.0,18.51,0.05263157894736842,19.0
22,38.67,21.08,0.7757847533632287,1.2890173410404624
1,22.56,21.94,1.3297872340425532,0.752
39,12.59,15.28,2.3823529411764706,0.41975308641975306
8,41.86,17.01,0.7166666666666667,1.3953488372093024
226,840.0,5.73,0.03571428571428571,28.0
315,330.0,19.86,0.09090909090909091,11.0
35,9.85,14.95,3.0454545454545454,0.3283582089552239
34,13.65,4.47,2.197278911564626,0.4551083591331269
20,11.1,24.51,2.7017543859649122,0.37012987012987014
77,870.0,15.19,0.034482758620689655,29.0
246,720.0,17.32,0.041666666666666664,24.0
39,450.0,13.18,0.06666666666666667,15.0
238,13.47,23.24,2.227272727272727,0.4489795918367347
2,20.03,29.48,1.4979757085020242,0.6675675675675675
3,10.43,24.36,2.875,0.34782608695652173
233,22.31,23.45,1.3448275862068966,0.7435897435897436
16,330.0,17.9,0.09090909090909091,11.0
7,120.0,36.0,0.25,4.0
38,300.0,21.49,0.1,10.0
28,9.13,18.48,3.2857142857142856,0.30434782608695654
210,2040.0,145.06,0.014705882352941176,68.0
316,780.0,17.42,0.038461538461538464,26.0
91,4.46,24.31,6.722222222222222,0.1487603305785124
108,5.73,19.91,5.238095238095238,0.19090909090909092
37,12.42,28.29,2.4152542372881354,0.41403508771929826
50,4.26,22.9,7.037037037037037,0.14210526315789473
18,24.92,18.5,1.203883495145631,0.8306451612903226
9,14.4,22.9,2.0833333333333335,0.48
28,6.76,16.65,4.435483870967742,0.22545454545454546
28,5.61,40.61,5.34375,0.1871345029239766
189,5.92,20.61,5.071428571428571,0.19718309859154928
58,360.0,12.76,0.08333333333333333,12.0
21,60.0,369.6,0.5,2.0
78,2.64,15.89,11.375,0.08791208791208792
59,3030.0,15.64,0.009900990099009901,101.0
77,7.5,18.78,4.0,0.25
22,30.87,19.81,0.9716981132075472,1.029126213592233
51,1950.0,18.36,0.015384615384615385,65.0
73,570.0,37.05,0.05263157894736842,19.0
56,22.5,21.86,1.3333333333333333,0.75
277,600.0,15.78,0.05,20.0
1,18.98,21.82,1.5809523809523809,0.6325301204819277
94,4.75,22.29,6.3125,0.15841584158415842
28,1260.0,8.46,0.023809523809523808,42.0
21,330.0,16.12,0.09090909090909091,11.0
15,11.39,40.46,2.6333333333333333,0.379746835443038
14,14.6,14.56,2.0543478260869565,0.48677248677248675
1,38.49,29.31,0.7794432548179872,1.282967032967033
231,330.0,16.37,0.09090909090909091,11.0
275,540.0,16.95,0.05555555555555555,18.0
105,16.06,16.87,1.868421052631579,0.5352112676056338
211,24.11,31.21,1.244186046511628,0.8037383177570093
22,29.11,22.52,1.030612244897959,0.9702970297029703
10,53.49,19.47,0.5608695652173913,1.7829457364341086
3,20.5,19.18,1.4634146341463414,0.6833333333333333
9,56.47,19.86,0.53125,1.8823529411764706
56,930.0,20.66,0.03225806451612903,31.0
58,13.23,21.43,2.267326732673267,0.4410480349344978
89,46.62,16.72,0.6435643564356436,1.5538461538461539
66,45.7,15.44,0.6564102564102564,1.5234375
32,1170.0,17.22,0.02564102564102564,39.0
238,660.0,22.1,0.045454545454545456,22.0
23,27.89,22.16,1.0754716981132075,0.9298245614035088
114,300.0,18.59,0.1,10.0
24,17.2,21.56,1.7446808510638299,0.573170731707317
127,3.53,139.36,8.5,0.11764705882352941
129,930.0,15.42,0.03225806451612903,31.0
33,7.77,24.32,3.863013698630137,0.25886524822695034
4,30.68,29.93,0.9777777777777777,1.0227272727272727
21,10.49,30.77,2.8595041322314048,0.34971098265895956
154,630.0,15.15,0.047619047619047616,21.0
106,8.86,20.11,3.3870967741935485,0.29523809523809524
2,600.0,15.72,0.05,20.0
334,270.0,12.67,0.1111111111111111,9.0
330,1440.0,19.17,0.020833333333333332,48.0
148,8.78,51.39,3.4186046511627906,0.2925170068027211
10,4.01,15.84,7.473684210526316,0.13380281690140844
16,17.5,32.15,1.7142857142857142,0.5833333333333334
10,21.04,34.96,1.425531914893617,0.7014925373134329
18,1080.0,19.06,0.027777777777777776,36.0
29,150.0,18.34,0.2,5.0
10,390.0,18.85,0.07692307692307693,13.0
0,18.55,16.74,1.617391304347826,0.6182795698924731
7,3.54,131.94,8.486486486486486,0.1178343949044586
324,90.0,21.0,0.3333333333333333,3.0
57,990.0,18.79,0.030303030303030304,33.0
11,14.08,23.65,2.130434782608696,0.46938775510204084
150,28.86,27.17,1.0396039603960396,0.9619047619047619
9,12.43,32.57,2.4130434782608696,0.4144144144144144
329,300.0,22.59,0.1,10.0
4,3.93,14.54,7.642857142857143,0.1308411214953271
38,14.73,23.74,2.036144578313253,0.4911242603550296
24,4.72,29.59,6.355555555555555,0.15734265734265734
41,15.92,106.84,1.8848484848484848,0.5305466237942122
58,6.4,23.19,4.6875,0.21333333333333335
0,13.93,16.59,2.1538461538461537,0.4642857142857143
14,54.22,21.61,0.5532915360501567,1.8073654390934843
3,42.92,23.41,0.699047619047619,1.430517711171662
3,28.59,24.64,1.0494186046511629,0.9529085872576177
7,15.37,21.75,1.9523809523809523,0.5121951219512195
27,72.46,18.24,0.4140127388535032,2.4153846153846152
371,210.0,12.73,0.14285714285714285,7.0
113,5130.0,28.5,0.005847953216374269,171.0
25,21.39,17.33,1.4027777777777777,0.7128712871287128
205,480.0,24.31,0.0625,16.0
27,2.92,32.37,10.28125,0.0972644376899696
126,6.09,21.95,4.923076923076923,0.203125
69,9.91,23.5,3.027027027027027,0.33035714285714285
6,3.99,21.56,7.518518518518518,0.1330049261083744
28,8.79,23.36,3.4146341463414633,0.29285714285714287
7,38.84,18.43,0.7723880597014925,1.2946859903381642
79,9.81,15.05,3.056603773584906,0.3271604938271605
19,360.0,18.25,0.08333333333333333,12.0
70,630.0,13.5,0.047619047619047616,21.0
6,16.3,26.6,1.8409090909090908,0.5432098765432098
14,29.38,20.56,1.0209580838323353,0.9794721407624634
291,990.0,18.29,0.030303030303030304,33.0
29,13.93,17.28,2.1528662420382165,0.46449704142011833
14,17.78,46.81,1.6875,0.5925925925925926
96,22.21,14.92,1.3506493506493507,0.7403846153846154
28,11.67,33.05,2.5714285714285716,0.3888888888888889
0,1140.0,22.33,0.02631578947368421,38.0
8,27.26,18.18,1.1003861003861004,0.9087719298245615
105,630.0,16.85,0.047619047619047616,21.0
3,16.05,15.27,1.8695652173913044,0.5348837209302325
150,17.55,18.75,1.709090909090909,0.5851063829787234
70,570.0,12.54,0.05263157894736842,19.0
4,19.83,16.54,1.5128205128205128,0.6610169491525424
2,29.02,16.33,1.0338983050847457,0.9672131147540983
31,14.95,16.5,2.0062111801242235,0.4984520123839009
84,24.46,18.82,1.2264150943396226,0.8153846153846154
3,33.93,10.51,0.8840579710144928,1.1311475409836065
4,4.86,19.46,6.169811320754717,0.1620795107033639
370,720.0,17.82,0.041666666666666664,24.0
27,11.31,21.04,2.653225806451613,0.3768996960486322
10,13.5,28.64,2.223021582733813,0.44983818770226536
70,5.29,18.18,5.673913043478261,0.17624521072796934
113,780.0,17.42,0.038461538461538464,26.0
23,24.11,68.96,1.2445255474452555,0.8035190615835777
179,360.0,19.69,0.08333333333333333,12.0
233,660.0,17.45,0.045454545454545456,22.0
352,120.0,27.6,0.25,4.0
314,61.43,18.13,0.4883720930232558,2.0476190476190474
332,120.0,58.5,0.25,4.0
371,330.0,14.12,0.09090909090909091,11.0
77,57.0,26.66,0.5263157894736842,1.9
63,810.0,15.84,0.037037037037037035,27.0
133,4020.0,4.08,0.007462686567164179,134.0
51,25.04,95.85,1.1981981981981982,0.8345864661654135
1,8.44,40.74,3.5533980582524274,0.2814207650273224
0,370.56,7.34,0.0809575625680087,12.352150537634408
3,28.56,20.56,1.050251256281407,0.9521531100478469
128,450.0,18.39,0.06666666666666667,15.0
80,1590.0,82.39,0.018867924528301886,53.0
22,17.43,108.78,1.7208121827411167,0.5811209439528023
235,26.25,47.79,1.1428571428571428,0.875
280,1.41,952.99,21.25,0.047058823529411764
86,120.0,28.02,0.25,4.0
15,57.08,21.18,0.5256064690026954,1.9025641025641025
116,18.3,28.78,1.6391752577319587,0.610062893081761
51,12.78,16.12,2.3473684210526318,0.4260089686098655
7,121.76,27.51,0.2463768115942029,4.0588235294117645
137,2.35,27.45,12.777777777777779,0.0782608695652174
316,1350.0,37.64,0.022222222222222223,45.0
3,25.69,22.55,1.167741935483871,0.856353591160221
238,960.0,35.74,0.03125,32.0
210,360.0,112.62,0.08333333333333333,12.0
59,1650.0,16.23,0.01818181818181818,55.0
16,6.73,21.0,4.454545454545454,0.22448979591836735
19,5.14,16.44,5.84,0.17123287671232876
37,13.42,26.72,2.2348993288590604,0.44744744744744747
63,3.39,33.07,8.84,0.11312217194570136
4,8.78,22.63,3.4174757281553396,0.29261363636363635
1,34.52,26.5,0.8690476190476191,1.1506849315068493
8,295.0,9.74,0.1016949152542373,9.833333333333334
363,420.0,22.28,0.07142857142857142,14.0
9,3.3,23.18,9.1,0.10989010989010989
64,120.0,22.96,0.25,4.0
191,630.0,15.47,0.047619047619047616,21.0
373,60.0,96.3,0.5,2.0
256,750.0,16.02,0.04,25.0
334,20.0,22.73,1.5,0.6666666666666666
52,30.0,19.12,1.0,1.0
18,420.0,30.75,0.07142857142857142,14.0
365,390.0,19.54,0.07692307692307693,13.0
9,1.5,872.13,20.0,0.05
186,750.0,17.1,0.04,25.0
36,2.54,17.27,11.821428571428571,0.08459214501510574
177,750.0,19.57,0.04,25.0
260,40.43,16.61,0.7419354838709677,1.3478260869565217
44,450.0,15.31,0.06666666666666667,15.0
101,60.0,62.96,0.5,2.0
147,28.2,22.63,1.0638297872340425,0.94
95,10.88,19.73,2.7586206896551726,0.3625
280,120.0,41.51,0.25,4.0
261,420.0,110.15,0.07142857142857142,14.0
2,5.48,15.97,5.47457627118644,0.1826625386996904
213,180.0,15.45,0.16666666666666666,6.0
70,86.25,20.63,0.34782608695652173,2.875
74,0.68,351.9,44.2,0.02262443438914027
59,750.0,15.88,0.04,25.0
2,7.54,16.21,3.978021978021978,0.2513812154696133
5,19.74,17.21,1.52,0.6578947368421053
2,13.23,18.19,2.267857142857143,0.4409448818897638
336,14.35,26.64,2.090909090909091,0.4782608695652174
37,8.51,179.33,3.526315789473684,0.2835820895522388
261,270.0,23.89,0.1111111111111111,9.0
31,12.46,14.19,2.4074074074074074,0.4153846153846154
144,720.0,17.39,0.041666666666666664,24.0
282,540.0,17.35,0.05555555555555555,18.0
58,20.83,14.93,1.44,0.6944444444444444
172,360.0,11.18,0.08333333333333333,12.0
33,10.85,5.55,2.7642276422764227,0.36176470588235293
2,25.88,17.81,1.1592356687898089,0.8626373626373627
143,41.34,24.13,0.7256637168141593,1.3780487804878048
4,34.33,9.58,0.8738095238095238,1.1444141689373297
69,4.29,32.91,7.0,0.14285714285714285
65,15.61,16.53,1.9223300970873787,0.5202020202020202
28,15.45,6.27,1.9423076923076923,0.5148514851485149
266,36.82,13.11,0.8148148148148148,1.2272727272727273
21,2730.0,9.58,0.01098901098901099,91.0
30,6.46,20.61,4.647058823529412,0.21518987341772153
96,1500.0,2.7,0.02,50.0
294,510.0,18.33,0.058823529411764705,17.0
134,12.93,25.09,2.3205128205128207,0.430939226519337
78,13.81,12.04,2.172727272727273,0.4602510460251046
372,90.0,12.7,0.3333333333333333,3.0
7,171.27,6.94,0.1751592356687898,5.709090909090909
210,15.16,24.05,1.9782608695652173,0.5054945054945055
51,150.0,104.24,0.2,5.0
137,90.0,49.04,0.3333333333333333,3.0
25,29.38,16.51,1.0210526315789474,0.979381443298969
282,780.0,21.5,0.038461538461538464,26.0
25,48.47,7.5,0.6189591078066915,1.6156156156156156
185,17.17,15.02,1.7476635514018692,0.5721925133689839
83,2.68,34.6,11.181818181818182,0.08943089430894309
326,52.11,9.09,0.5757575757575758,1.736842105263158
281,120.0,93.5,0.25,4.0
142,0.27,171.62,109.5,0.0091324200913242
57,18.48,26.09,1.6235294117647059,0.6159420289855072
3,13.05,9.97,2.2987012987012987,0.4350282485875706
235,48.62,18.19,0.6170212765957447,1.6206896551724137
44,6.38,57.32,4.7,0.2127659574468085
275,210.0,42.57,0.14285714285714285,7.0
8,16.25,112.54,1.8461538461538463,0.5416666666666666
24,19.69,16.75,1.5238095238095237,0.65625
87,210.0,44.15,0.14285714285714285,7.0
62,35.5,16.55,0.8450704225352113,1.1833333333333333
67,16.29,16.81,1.8414634146341464,0.543046357615894
213,3.66,70.82,8.2,0.12195121951219512
23,2460.0,4.64,0.012195121951219513,82.0
185,0.84,110.33,35.666666666666664,0.028037383177570093
30,1020.0,5.53,0.029411764705882353,34.0
41,15.0,16.95,2.0,0.5
204,1.24,54.12,24.25,0.041237113402061855
8,13.33,152.19,2.25,0.4444444444444444
264,300.0,13.87,0.1,10.0
17,14.03,7.08,2.138888888888889,0.4675324675324675
11,28.64,46.35,1.0476190476190477,0.9545454545454546
175,0.44,375.0,68.0,0.014705882352941176
39,12.82,23.94,2.340659340659341,0.4272300469483568
22,10.32,41.0,2.9066666666666667,0.3440366972477064
2,19.46,69.26,1.5416666666666667,0.6486486486486487
4,4.13,49.67,7.26,0.13774104683195593
148,2.96,16.53,10.136363636363637,0.09865470852017937
138,17.73,28.09,1.691588785046729,0.5911602209944752
127,60.0,297.0,0.5,2.0
7,9.32,26.7,3.22,0.3105590062111801
16,840.0,5.87,0.03571428571428571,28.0
8,59.34,23.04,0.5055555555555555,1.978021978021978
160,840.0,14.48,0.03571428571428571,28.0
63,870.0,6.1,0.034482758620689655,29.0
87,3.77,31.12,7.966666666666667,0.12552301255230125
4,19.29,15.42,1.5555555555555556,0.6428571428571429
34,7.8,24.56,3.8452380952380953,0.26006191950464397
311,240.0,14.73,0.125,8.0
77,8.06,16.63,3.72,0.26881720430107525
21,7.32,512.88,4.097560975609756,0.24404761904761904
23,12.28,5.73,2.443396226415094,0.4092664092664093
1,12.21,16.75,2.4573643410852712,0.4069400630914827
16,30.49,17.16,0.9838709677419355,1.0163934426229508
14,14.29,12.54,2.1,0.47619047619047616
25,270.0,12.68,0.1111111111111111,9.0
63,5.22,246.42,5.74468085106383,0.17407407407407408
54,90.0,9.23,0.3333333333333333,3.0
130,9.62,9.12,3.12,0.32051282051282054
35,2.82,20.15,10.633333333333333,0.09404388714733543
287,690.0,20.13,0.043478260869565216,23.0
143,12.71,16.54,2.3608247422680413,0.42358078602620086
15,14.03,17.8,2.1379310344827585,0.46774193548387094
30,29.19,19.38,1.027906976744186,0.9728506787330317
1,32.86,80.13,0.9130434782608695,1.0952380952380953
8,5.87,16.89,5.111111111111111,0.1956521739130435
5,32.92,17.57,0.9113924050632911,1.0972222222222223
9,510.0,19.4,0.058823529411764705,17.0
0,20.3,26.43,1.4777777777777779,0.6766917293233082
305,570.0,5.69,0.05263157894736842,19.0
9,21.7,16.88,1.3823529411764706,0.723404255319149
6,4.53,16.65,6.625,0.1509433962264151
7,7.98,19.54,3.7578947368421054,0.2661064425770308
88,3270.0,7.08,0.009174311926605505,109.0
9,300.0,16.02,0.1,10.0
357,43.85,87.42,0.6842105263157895,1.4615384615384615
111,150.0,27.19,0.2,5.0
6,14.38,2.99,2.0860927152317883,0.4793650793650794
3,24.86,36.69,1.2065573770491804,0.8288043478260869
197,240.0,18.1,0.125,8.0
211,660.0,33.57,0.045454545454545456,22.0
155,270.0,4.36,0.1111111111111111,9.0
157,3.0,368.74,10.0,0.1
29,5.83,18.61,5.15,0.1941747572815534
242,840.0,13.95,0.03571428571428571,28.0
18,120.0,24.38,0.25,4.0
0,84.44,16.31,0.35526315789473684,2.814814814814815
73,6.77,19.95,4.428571428571429,0.22580645161290322
291,2760.0,5.82,0.010869565217391304,92.0
2,5.32,108.19,5.640625,0.1772853185595568
30,1.4,31.5,21.384615384615383,0.046762589928057555
22,10.45,16.25,2.870967741935484,0.34831460674157305
22,2.95,15.36,10.185185185185185,0.09818181818181818
3,6.93,15.97,4.327868852459017,0.23106060606060605
84,90.0,70.44,0.3333333333333333,3.0
21,6.02,20.79,4.983050847457627,0.20068027210884354
195,17.14,16.28,1.75,0.5714285714285714
106,3.6,17.25,8.32258064516129,0.12015503875968993
3,31.58,28.96,0.9498525073746312,1.0527950310559007
317,210.0,17.28,0.14285714285714285,7.0
105,1.65,24.84,18.166666666666668,0.05504587155963303
11,35.03,14.0,0.8564356435643564,1.1676300578034682
173,10.83,19.76,2.769230769230769,0.3611111111111111
55,120.0,20.39,0.25,4.0
322,420.0,16.39,0.07142857142857142,14.0
371,90.0,16.85,0.3333333333333333,3.0
8,9.37,18.67,3.202247191011236,0.312280701754386
0,17.76,21.97,1.6894977168949772,0.5918918918918918
10,12.11,31.8,2.477064220183486,0.40370370370370373
52,27.08,19.01,1.1079545454545454,0.9025641025641026
72,28.78,16.81,1.0425531914893618,0.9591836734693877
6,30.0,204.0,1.0,1.0
15,49.25,15.89,0.6091703056768559,1.6415770609318996
3,11.1,19.97,2.7022900763358777,0.3700564971751412
63,18.46,17.25,1.625,0.6153846153846154
0,4.38,24.38,6.85,0.145985401459854
113,3.25,265.85,9.23076923076923,0.10833333333333334
22,61.36,14.7,0.4888888888888889,2.0454545454545454
30,0.93,124.75,32.2,0.031055900621118012
10,8.34,8.08,3.595959595959596,0.27808988764044945
51,62.65,14.23,0.4788732394366197,2.088235294117647
356,330.0,17.32,0.09090909090909091,11.0
54,3.54,17.37,8.486486486486486,0.1178343949044586
73,4.35,34.14,6.888888888888889,0.14516129032258066
137,12.2,18.36,2.4583333333333335,0.4067796610169492
79,4.0,32.44,7.5,0.13333333333333333
8,53.75,15.74,0.5581395348837209,1.7916666666666667
272,390.0,39.72,0.07692307692307693,13.0
290,990.0,16.98,0.030303030303030304,33.0
98,540.0,16.96,0.05555555555555555,18.0
30,4.47,17.98,6.714285714285714,0.14893617021276595
31,15.09,18.82,1.9883720930232558,0.5029239766081871
13,13.08,13.5,2.2941176470588234,0.4358974358974359
63,1.66,46.91,18.071428571428573,0.05533596837944664
14,34.44,14.48,0.8709677419354839,1.1481481481481481
211,540.0,19.34,0.05555555555555555,18.0
77,16.89,15.98,1.7763157894736843,0.562962962962963
24,1.89,33.93,15.875,0.06299212598425197
249,240.0,22.92,0.125,8.0
253,450.0,20.5,0.06666666666666667,15.0
71,300.0,24.86,0.1,10.0
190,330.0,31.54,0.09090909090909091,11.0
12,6.59,16.22,4.550724637681159,0.2197452229299363
372,420.0,14.7,0.07142857142857142,14.0
23,205.71,9.81,0.14583333333333334,6.857142857142857
81,450.0,7.7,0.06666666666666667,15.0
9,0.19,172.0,154.5,0.006472491909385114
0,34.65,10.44,0.8658823529411764,1.1548913043478262
191,270.0,25.42,0.1111111111111111,9.0
266,210.0,25.31,0.14285714285714285,7.0
129,660.0,41.8,0.045454545454545456,22.0
0,9.21,6.51,3.2589285714285716,0.30684931506849317
2,29.59,35.27,1.0139664804469273,0.9862258953168044
3,1.32,36.68,22.666666666666668,0.04411764705882353
178,180.0,9.68,0.16666666666666666,6.0
11,85.57,27.67,0.3505859375,2.852367688022284
125,10.33,49.5,2.904109589041096,0.3443396226415094
